"N_subj","N_obs","cell_1","cell_2","cell_3","cell_4","alpha","beta1","beta2","beta3","run","model_grand_mean","model_beta1","model_beta3","model_beta3_se","singular","conv_error","BF_GM","BF_GM_cat","BF_ME","BF_ME_cat"
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,8,0.125994226864718,0.168855590803441,0.747321178676122,0.174405205012824,"N","N",563.617016923091,9,122.104787763754,9
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,9,0.117565109469158,0.260093248210516,0.253393260837653,0.18332452845834,"N","N",1.92234224103513,5,1.90103762341815,5
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,10,0.164413770254332,0.108352012607348,0.248941150708938,0.171362529007605,"N","N",1.90806100772662,5,1.78667550378376,5
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,11,0.149464608488475,0.375675988421846,0.711476596250011,0.192611592146651,"N","N",133.999924227852,9,201.963201435002,9
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,12,0.157263005282639,0.383548675452409,0.41695047612559,0.188241428127486,"N","N",6.08252434409648,6,6.20308660445308,6
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,13,0.128894529675843,0.202835308813798,0.489405865315522,0.194765693602915,"N","N",8.8097223327094,6,6.92107650351316,6
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,14,0.0452789268983752,0.230948856346405,0.589761296892538,0.186953437654172,"N","N",4.24846019760725,6,25.1969033688172,7
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,15,0.0981257806859775,0.281800471393771,0.664823555239016,0.182145418937068,"N","N",48.6488508927582,8,118.793739823368,9
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,16,0.198623675329941,0.156109497912837,0.631057420805909,0.175827925065903,"N","N",176.922143774596,9,25.4037300257233,7
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,17,0.161673998071364,0.141047707861026,0.605616477942861,0.204389762681142,"N","N",24.5011190879725,7,6.45960756462616,6
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,18,0.184798322912552,0.334127661680003,0.28929423981975,0.193762067677238,"N","N",2.02103331856855,5,2.08118393878176,5
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,19,0.135748135055502,0.0228921189557518,0.678733427151293,0.185534066894511,"N","N",107.652156190942,9,1.47573498714982,5
200,20,0,0,0,0.5,0.125,0.25,0.25,0.5,20,0.100998794289718,0.189057361894047,0.329311812552378,0.185057795077026,"N","N",2.8963800822271,5,2.82453653234378,5
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,1,0.190281957822699,0.257086955713252,0.623244215351459,0.170942073665334,"N","N",207.065357680007,9,111.227867226942,9
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,2,0.169203406269424,0.538184481622107,0.490653355925496,0.182615557048723,"N","N",15.3788837546666,7,16.2977163027314,7
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,3,0.125545340594673,0.264227192947892,0.634009905151216,0.17794185754791,"N","N",79.1150414352938,8,88.0770080779765,8
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,4,0.224871506851455,0.338121622942654,0.661335295828719,0.175393186402273,"N","N",348.181109282697,9,249.795401181887,9
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,5,0.134632943176432,0.239663217206722,0.686288479151355,0.179007700846734,"N","N",180.525152528489,9,133.496026393392,9
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,6,0.226513147327,0.340965831056848,0.599938474616849,0.192872709624199,"N","N",46.8659275615046,8,38.4034233651246,8
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,7,0.0979838432605972,0.256405347216368,0.651072287763084,0.194276392834617,"N","N",23.6580447789981,7,42.5438285257618,8
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,8,0.0990293813265024,0.311570124769372,0.730212313846458,0.174028161944039,"N","N",189.158365496676,9,798.341958455552,9
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,9,0.186685735923845,0.249794137355122,0.507048709281776,0.179387433575113,"N","N",22.1596727465591,7,16.0683112977523,7
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,10,0.118401815684803,0.302774302333195,0.711167245655692,0.19278445328897,"N","N",75.5729241962193,8,135.635035550392,9
200,20,0,0,0,0.6,0.15,0.3,0.3,0.6,11,0.237383238223397,0.281646581093853,1.1486823837114,0.199925385644278,"N","N",953866.897558585,9,67766.5406967425,9
